index,study,version,doi,field_start,field_end,sample,n_participation,p_participation,access_panel,ostwest,wei4_mz,wei4_on,wei5_mz,wei5_on,lfdn,lfdn09,lfdn13,kpx_2280,kpx_2280flag,kpx_2291flag,kpx_2290s,kpx_2290flag,kp12_2601,kp12_010,kp12_011a,kp12_011b,kp12_011c,kp12_170,kp12_190aa,kp12_190ab,kp12_190ba,kp12_190bb,kp12_911,kp12_780,kp12_770,kp12_820,kp12_810,kp12_430a,kp12_430b,kp12_430c,kp12_430d,kp12_430e,kp12_430f,kp12_430i,kp12_730,kp12_731a,kp12_731b,kp12_731c,kp12_850a,kp12_850b,kp12_870a,kp12_870b,kp12_1285,kp12_2880bf,kp12_2880ar,kp12_2880u,kp12_2880ak,kp12_2880bt,kp12_1287,kp12_050a,kp12_050e,kp12_050h,kp12_050k,kp12_050l,kp12_050q,kp12_4380,kp12_4390aa,kp12_4390ab,kp12_4390ba,kp12_4390bb,kp12_4480,kp12_4490aa,kp12_4490ab,kp12_4490ba,kp12_4490bb,kp12_4580,kp12_4590aa,kp12_4590ab,kp12_4590ba,kp12_4590bb,kp12_4541,kp12_4542a,kp12_4542b,kp12_4542c,kp12_650y2,kp12_650z2,kp12_650a2,kp12_650b2,kp12_650c2,kp12_650a,kp12_650s,kp12_650v,kp12_650j1,kp12_650y,kp12_650c,kp12_650k1,kp12_650l1,kp12_650x1,kp12_650n1,kp12_650o1,kp12_650b1,kp12_650w,kp12_2880as,kp12_2880w,kp12_2880j,kp12_2880at,kp12_1290,kp12_1090,kp12_1130,kp12_1490a,kp12_1490b,kp12_1490c,kp12_1490d,kp12_1490e,kp12_1490f,kp12_1490i,kp12_1500,kp12_020,kp12_160a,kp12_160b,kp12_160j,kp12_160k,kp12_160o,kp12_160p,kp12_160q,kp12_050c,kp12_050g,kp12_050j,kp12_060e,kp12_060f,kp12_060g,kp12_060i,kp12_060j,kp12_060k,kp12_5021,kp12_5020,kp12_060b,kp12_060d,kp12_060h,kp12_2250,kp12_2270,kp12_1570g,kp12_1570h,kp12_1570i,kp12_2090a,kp12_2090b,kp12_2100,kp12_2095a,kp12_2095b,kp12_2101,kp12_1631,kp12_4240,kp12_participation,kp12_interrupt,kp12_dispcode,kp12_intstatus,kp12_group,kp12_modus,kp12_speederindex,kp12_lastpage,kp12_duration,kp12_device,kp12_smartphone,kp12_tablet,kp12_datetime,kp12_date_of_last_access,p_numinv2,p_numcpl2,p_numstr2,p_numinv3,p_numcpl3,p_numstr3,p_numinv2_2,p_numcpl2_2,p_numstr2_2,p_numinv3_2,p_numcpl3_2,p_numstr3_2,filename,wave_number,education_level,leaning_party,education_clause,gender,age,age_group,first_most_imp,kp12_840_c1,kp12_840_c1_str
8074,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Ostdeutschland,1.477466,1.525847,1.4315119,1.4778447,12186,-97,-97,2,1,1,1968,1,12,3,3,3,5,1,-98,-98,-98,-98,1,3,3,2,2,4,2,4,4,4,4,1,4,5,4,4,808,808,808,808,1,5,3,3,3,4,2,1,1,1,2,4,4,1,801,801,801,365,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,3,5,5,3,3,1,1,-71,2,4,5,-71,3,4,3,3,5,1,4,7,5,5,5,-99,-99,4,11,5,2,3,4,4,3,3,3,4,3,4,3,1,3,3,5,5,4,4,4,2,3,3,3,4,4,4,4,808,808,-97,-97,-97,-97,8,1,1,0,31,1,1,0,1.1107429,136629,892,11,0,0,2019-11-06 08:28:56,2019-11-06 08:43:48,162,58,178,45,17,52,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,weiblich,51.0,45-54,Klimaschutz,46.0,Klimapolitik
2278,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,4,8,0-0-0-0-a1-1-1-1-1-1-0-1-1,0,Westdeutschland,,,,,19666,-97,-97,2,3,3,1962,3,8,3,3,3,4,1,1,1,1,1,1,1,3,2,3,10,9,7,7,7,5,1,7,9,8,7,808,808,1,1,1,4,3,2,3,4,2,3,3,4,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,8,6,-71,1,5,6,6,7,7,7,6,6,6,2,1,3,4,5,4,3,8,9,3,6,6,1,11,6,2,4,5,4,4,3,-99,4,4,3,4,1,1,2,4,2,4,3,4,1,4,2,3,3,3,2,3,1,1,2,808,808,-97,7,2,1,0,31,1,1,0,1.2512732,136629,983,11,0,0,2019-11-05 17:18:31,2019-11-05 17:34:54,-99,-99,-99,-99,-99,-99,220,30,125,60,7,32,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die CDU/CSU,mit Abitur,weiblich,57.0,55+,Niedriglohn,34.0,Lohnpolitik
1633,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Ostdeutschland,0.8027829,0.78630483,0.75065976,0.7292511,7380,-97,1001,2,2,2,1985,2,11,3,3,3,3,1,4,4,6,6,1,2,3,3,3,4,1,6,2,6,6,1,6,6,1,6,808,808,7,7,1,4,1,1,4,5,1,2,3,3,3,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,7,2,6,1,2,1,1,6,1,2,7,7,7,4,3,5,4,1,5,4,7,10,5,9,5,2,11,4,2,4,5,1,4,1,2,4,4,5,5,1,3,3,3,3,3,5,2,3,3,2,4,3,4,3,3,6,6,3,4,4,3,8,2,1,0,31,1,1,0,1.022224,136629,841,11,0,0,2019-11-05 15:43:14,2019-11-05 15:57:15,185,76,231,55,24,69,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die Grünen,mit Abitur,weiblich,34.0,25-34,Erstarken des rechten/nationalsosozialistischen Gedankenguts in einem (zu) großen Teil der Gesellschaft,4.0,"Werte, politische Kultur und Gesellschaftskritik"
5019,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,1.4760001,1.7004384,1.4448472,1.6622428,12466,-97,-97,2,1,1,1963,1,9,3,3,3,3,1,322,322,322,322,11,2,2,3,1,1,4,2,2,1,8,10,1,1,2,1,7,7,322,322,1,5,1,2,1,3,1,1,1,4,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,3,-71,2,11,6,6,4,8,1,1,2,1,3,2,5,5,1,1,7,6,6,6,6,6,6,6,6,3,1,3,2,3,3,3,3,5,5,5,1,3,3,2,5,5,3,3,3,5,3,5,4,3,3,3,808,808,-97,-97,-97,-97,8,1,1,0,31,1,1,0,1.2481083,136629,1013,11,0,0,2019-11-05 16:17:55,2019-11-05 16:34:49,35,16,38,35,16,38,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,2.0,keine Partei,mit einem Hauptschulabschluss,weiblich,56.0,55+,Renten,35.0,Rente und Demographischer Wandel
4491,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.74374187,0.47695923,0.80908465,0.5207403,14681,-97,-97,1,1,1,1957,1,5,1,1,2,2,1,7,7,7,7,1,5,1,3,1,2,1,1,1,7,11,1,1,1,1,1,7,7,7,7,1,3,2,1,2,5,1,1,1,3,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,1,11,1,4,1,1,7,1,1,3,1,9,5,2,3,5,3,5,4,10,10,4,7,5,1,11,3,5,4,3,2,2,1,1,1,5,5,5,1,3,5,5,5,3,2,5,4,5,1,5,5,3,2,2,7,7,3,808,808,-97,8,1,1,0,31,1,1,0,1.4658046,136629,1618,9,0,0,2019-11-05 22:46:41,2019-11-05 23:13:39,179,75,184,39,13,39,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,Die Linke,mit einem Realschulabschluss,männlich,62.0,55+,Hartz 4,33.0,Arbeitslosigkeit und Grundsicherung
8792,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,10,1-1-1-1-0-1-0-1-1-1-1-1,0,Westdeutschland,,,,,3445,-97,-97,1,1,1,1955 und frueher,1,7,3,3,3,4,1,4,4,4,4,1,2,3,2,3,7,5,10,2,9,5,1,8,8,7,7,1,1,4,4,1,4,2,2,1,5,2,3,2,3,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,9,4,-71,1,6,4,4,1,1,5,6,-71,6,3,2,4,4,3,4,4,7,7,4,6,5,3,11,5,2,3,4,2,3,2,2,5,3,4,5,1,2,2,4,4,4,4,4,2,3,2,2,3,2,3,2,4,4,3,6,6,3,8,2,1,0,31,1,1,0,1.0950327,136629,813,11,0,0,2019-11-05 15:14:23,2019-11-05 15:27:56,54,28,61,41,18,41,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die SPD,mit einem Realschulabschluss,männlich,64.0,55+,flüchtlinge,36.0,Migration und Integration
7535,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.68762,0.85402024,0.6645774,0.82506454,9836,-97,-97,1,1,1,1986,1,8,2,2,2,3,1,6,6,4,4,1,2,3,1,2,7,5,9,3,8,4,1,5,3,1,5,1,2,6,6,1,5,1,1,4,5,1,3,4,4,5,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,8,5,6,1,2,1,1,7,2,8,7,-71,8,4,2,4,4,1,2,5,7,9,3,7,5,1,11,6,1,4,5,2,3,1,4,4,5,5,5,1,1,2,5,-99,5,4,5,2,1,2,2,3,4,4,5,4,4,3,6,6,3,8,1,1,0,31,1,1,0,0.5233774,136629,383,11,0,0,2019-11-06 20:04:30,2019-11-06 20:10:53,252,60,229,70,21,67,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die SPD,mit Abitur,männlich,33.0,25-34,Innere Sicherheit,16.0,Innere Sicherheit
8400,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,11,1-1-1-1-1-1-1-1-0-1-1-1,0,Westdeutschland,,,,,13533,2723,4606,2,2,2,1955 und frueher,2,6,3,2,2,3,1,7,7,7,7,1,2,4,3,3,5,4,7,6,8,8,1,3,4,4,3,7,7,7,7,1,4,3,4,3,4,1,1,2,3,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,2,3,9,1,10,6,6,8,7,3,4,5,7,3,2,4,4,2,5,6,9,8,7,8,7,3,11,4,4,3,4,3,4,2,3,3,4,4,4,1,2,3,4,4,4,2,2,3,4,3,4,3,3,4,4,7,7,3,808,808,-97,8,2,1,0,31,1,1,0,1.0161868,136629,727,11,0,0,2019-11-06 10:13:31,2019-11-06 10:25:38,211,66,185,42,18,41,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,Die Linke,mit einem Realschulabschluss,weiblich,64.0,55+,Radikalisierung,19.0,Radikalisierung und Extremismus
5997,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,1.2655166,1.6572509,1.2673523,1.6720121,865,-97,-97,1,1,1,1963,1,1,3,3,3,4,3,322,322,6,6,6,4,2,3,2,6,5,6,4,7,6,6,1,6,5,5,808,808,808,808,1,3,2,3,4,5,3,2,1,4,4,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,4,4,3,3,7,4,3,5,4,3,2,4,5,4,2,5,5,4,5,7,6,6,6,6,5,3,8,6,4,2,3,3,4,3,2,2,4,4,3,2,3,4,4,4,3,5,2,3,4,3,4,4,4,4,4,808,808,-97,-97,-97,-97,8,1,1,0,31,1,1,0,1.3909489,136629,1192,11,0,0,2019-11-05 16:10:01,2019-11-05 16:29:53,27,15,34,27,15,34,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,2.0,keine Partei,mit einem Hauptschulabschluss,männlich,56.0,55+,flüchtlinge,36.0,Migration und Integration
9421,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.5178848,0.66235065,0.5530042,0.7109033,2165,-97,5172,1,2,2,1968,2,5,2,2,2,3,1,6,6,7,7,1,1,4,3,4,1,1,7,2,8,10,1,3,2,1,4,808,808,808,808,1,4,1,2,2,3,1,2,2,5,5,1,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,1,10,1,11,1,1,5,1,1,6,1,4,3,3,5,3,1,4,4,9,10,5,-98,4,2,11,3,2,3,3,2,4,3,3,5,5,5,5,1,2,3,2,1,2,3,3,1,1,1,3,3,3,3,3,7,7,2,801,801,2,8,3,1,0,31,1,1,0,1.1202306,136629,950,11,0,0,2019-11-06 11:11:15,2019-11-06 11:27:05,259,95,274,68,25,65,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,Die Linke,mit einem Realschulabschluss,männlich,51.0,45-54,"Ökologische Katastrophe, aber schon seit ich denken kann. Militarisierung der Außenpolitik",21.0,Außenpolitik
7208,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Ostdeutschland,2.1218107,1.0987633,2.0944033,1.0825288,7281,-97,3870,2,2,2,1955 und frueher,2,13,4,3,3,3,1,1,1,4,4,1,2,3,2,3,9,8,10,7,7,7,1,9,8,7,8,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,10,-71,-71,-71,8,8,-71,-71,-71,9,9,-71,-71,3,3,3,3,3,5,5,4,4,1,5,5,1,11,2,2,4,4,4,4,4,4,4,3,3,3,2,4,5,5,3,4,4,4,3,3,3,3,4,3,3,3,4,4,2,808,808,-97,8,2,1,0,31,1,1,0,1.1563253,136629,874,11,0,0,2019-11-07 17:20:18,2019-11-07 17:34:52,160,99,224,34,15,41,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die SPD,mit einem Realschulabschluss,weiblich,64.0,55+,rente,35.0,Rente und Demographischer Wandel
386,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,11,1-1-1-1-0-1-1-1-1-1-1-1,0,Ostdeutschland,,,,,3408,-97,-97,1,1,1,1965,1,13,4,3,4,4,2,6,6,1,1,1,2,3,3,2,9,7,8,7,8,8,2,8,9,7,8,1,2,1,2,1,4,2,2,4,3,2,3,3,2,3,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,9,-71,-71,-71,6,7,-71,-71,6,7,7,-71,-71,4,3,4,5,3,4,5,2,3,1,1,2,1,11,2,2,4,4,3,3,4,3,3,4,3,3,2,2,2,4,3,3,4,4,2,3,3,3,4,3,3,3,6,6,3,1,2,3,8,2,1,1,32,1,1,0,1.2261431,136629,-99,11,0,0,2019-11-08 18:48:57,2019-11-09 20:26:41,245,51,211,60,12,60,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die Grünen,mit einem Realschulabschluss,männlich,54.0,45-54,Brexit,22.0,Europa und Europäische Union
7130,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,10,1-1-0-1-1-1-1-1-1-0-1-1,0,Westdeutschland,,,,,7394,-97,3795,1,2,2,1955 und frueher,2,5,2,1,2,3,1,1,1,1,1,1,1,2,2,2,9,8,3,3,2,1,1,8,8,7,4,1,2,1,2,1,5,3,4,4,5,2,3,3,3,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,11,5,3,1,4,6,7,5,8,8,6,7,5,4,3,3,4,4,3,2,8,9,3,7,4,1,11,7,2,3,4,4,2,2,3,4,3,5,5,1,1,1,5,4,3,5,4,1,4,3,3,3,3,3,4,1,2,1,808,808,-97,8,1,1,1,32,1,1,0,1.3863311,136629,-99,11,0,0,2019-11-08 10:17:22,2019-11-08 11:22:49,133,31,65,34,6,20,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,4.0,die CDU/CSU,mit Fachhochschulreife,männlich,64.0,55+,Keine klare gemeinsame und abgestimmte Regierungsarbeit.,3.0,Politische Strukturen und Prozesse
6922,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,4,9,0-0-0-0-a1-1-1-1-1-1-1-1-1,0,Westdeutschland,,,0.6304535,0.7067494,21430,-97,-97,2,3,3,1966,3,9,3,3,2,4,1,5,5,6,6,5,2,3,2,3,4,4,5,7,7,3,3,3,3,3,5,808,808,808,808,2,-97,1,3,1,5,4,1,1,3,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,6,6,8,8,8,6,6,6,4,6,7,7,3,1,4,5,5,6,7,4,4,4,3,4,4,9,6,4,3,3,4,5,4,3,4,4,4,4,1,1,-99,5,5,5,4,2,1,1,3,4,3,5,5,5,5,5,3,6,6,4,6,1,1,0,31,1,1,0,1.097585,136629,841,11,0,0,2019-11-07 07:43:29,2019-11-07 07:57:30,-99,-99,-99,-99,-99,-99,135,71,187,44,23,67,ZA6838_w12_sA_v6-0-0.dta,12,3.0,die FDP,mit einem Realschulabschluss,weiblich,53.0,45-54,"Rentenpolitik, Gesundheitswesen",37.0,Gesundheitspolitik
8477,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,2,6,1-1-0-0-0-0-0-0-1-1-1-1,0,Ostdeutschland,,,,,6776,-97,4682,1,2,2,1955 und frueher,2,16,2,3,1,3,1,4,4,4,4,1,3,2,3,2,7,6,9,4,7,9,1,9,8,7,10,7,7,4,4,1,3,2,2,3,5,3,2,1,3,4,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,4,4,7,7,11,10,10,9,11,5,11,1,8,9,5,9,1,10,7,7,9,6,3,10,7,9,4,3,5,5,4,5,4,8,9,-98,9,6,1,11,2,3,3,4,3,4,1,3,4,5,4,3,2,4,5,4,3,3,3,3,3,5,2,4,3,5,5,5,7,7,2,4,4,2,8,1,1,0,31,1,1,0,1.3205299,136629,1233,2,1,0,2019-11-13 18:13:28,2019-11-13 18:34:01,118,6,81,26,1,14,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,Die Linke,mit einem Realschulabschluss,männlich,64.0,55+,Aufkommender Rassismus und Antisemitismus,19.0,Radikalisierung und Extremismus
4036,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,4,8,0-0-0-0-a1-1-1-1-1-1-1-0-1,0,Ostdeutschland,,,,,20344,-97,-97,2,3,3,1995,3,12,2,2,1,3,1,6,6,7,7,1,1,4,3,2,6,4,7,6,8,9,1,8,7,4,8,7,7,4,4,1,5,1,3,4,4,2,2,2,5,4,5,4,1,6,6,7,7,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,10,6,4,1,8,5,4,6,6,6,7,7,7,3,2,3,4,3,5,1,7,8,4,6,3,1,11,3,3,3,4,2,4,2,4,4,5,5,5,1,2,3,3,2,3,4,4,3,3,2,3,3,2,2,2,7,7,2,6,6,3,8,1,1,0,31,1,1,0,1.052669,136629,817,3,1,0,2019-11-14 22:39:46,2019-11-14 22:53:23,-99,-99,-99,-99,-99,-99,59,25,75,46,17,59,ZA6838_w12_sA_v6-0-0.dta,12,5.0,Die Linke,mit Abitur,weiblich,24.0,18-24,Fachkräftemangel,32.0,Arbeitsmarktpolitik
5956,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,4,9,0-0-0-0-a1-1-1-1-1-1-1-1-1,0,Westdeutschland,,,0.9138792,1.0986558,21083,-97,-97,2,3,3,1979,3,8,5,5,5,5,3,-98,-98,-98,-98,6,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,808,808,808,808,-98,3,3,4,1,4,4,2,2,3,3,4,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,7,3,7,1,1,1,1,1,1,11,8,4,3,3,3,3,3,3,3,3,4,3,3,3,3,5,3,3,3,4,3,3,3,4,4,3,5,4,808,808,-97,-97,-97,-97,8,2,1,1,32,1,1,0,1.3788857,136629,-99,11,0,0,2019-11-05 16:39:59,2019-11-05 19:07:17,-99,-99,-99,-99,-99,-99,85,39,91,44,13,46,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,weiblich,40.0,35-44,ausländer,36.0,Migration und Integration
7304,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,0.6040203,0.67961156,0.6304535,0.7067494,15270,-97,-97,2,1,1,1964,1,10,3,3,3,3,1,801,180,801,215,1,3,3,3,1,2,3,4,-99,2,7,1,2,2,3,4,808,808,808,808,1,4,2,1,3,5,3,2,2,3,4,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,2,3,2,1,10,6,3,2,4,7,6,-71,2,3,2,3,5,4,4,7,6,6,4,5,4,2,10,6,2,2,3,4,4,3,3,4,4,4,4,1,1,3,4,5,3,4,4,3,3,2,3,4,4,3,4,808,808,-97,-97,-97,-97,8,2,1,0,31,1,1,0,1.3583515,136629,1326,11,0,0,2019-11-05 17:56:09,2019-11-05 18:18:15,160,49,172,34,8,42,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,3.0,keine Partei,mit einem Realschulabschluss,weiblich,55.0,55+,Flüchtlinge,36.0,Migration und Integration
3264,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,11,1-1-1-1-1-1-1-1-1-0-1-1,0,Ostdeutschland,,,,,17080,-97,-97,1,1,1,1966,1,16,2,2,1,3,1,322,322,322,322,11,3,3,3,2,9,9,2,6,1,1,11,3,8,8,1,322,322,322,322,1,4,1,1,1,3,1,1,1,5,5,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,322,322,322,322,3,1,3,1,8,7,4,6,6,2,3,3,7,4,8,4,5,5,2,4,4,4,5,3,4,5,2,6,7,7,8,3,5,3,1,8,8,3,2,3,3,2,2,1,3,4,4,4,1,3,3,5,4,4,4,5,1,2,2,4,4,4,3,2,322,322,2,808,808,-97,8,2,1,0,31,1,1,0,0.9102752,136629,690,6,0,1,2019-11-11 20:46:25,2019-11-11 20:57:55,222,88,253,60,21,67,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,5.0,die AfD,mit Abitur,männlich,53.0,45-54,Zuwanderung  Zuwanderung  Zuwanderung,36.0,Migration und Integration
2148,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,4,8,0-0-0-0-a1-1-1-1-1-1-1-0-1,0,Westdeutschland,,,,,19650,-97,-97,2,3,3,1960,3,5,4,4,4,4,3,-98,-98,-98,-98,1,5,-98,5,-98,1,1,1,1,1,1,1,1,1,1,1,808,808,808,808,-98,3,5,2,1,3,5,1,1,2,1,3,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,1,1,1,1,6,6,6,6,6,6,6,6,6,3,1,5,5,4,2,6,-98,-98,-98,-98,-98,-98,-98,-98,5,1,1,3,4,4,2,4,3,5,3,3,3,2,5,5,4,3,3,3,3,4,5,1,3,4,3,808,808,-97,-97,-97,-97,5,1,1,1,32,1,1,0,1.1764569,136629,-99,11,0,0,2019-11-11 10:58:47,2019-11-14 11:18:33,-99,-99,-99,-99,-99,-99,201,44,185,49,12,56,ZA6838_w12_sA_v6-0-0.dta,12,2.0,keine Partei,mit einem Hauptschulabschluss,weiblich,59.0,55+,rente,35.0,Rente und Demographischer Wandel
8353,6838,6-0-0 (2023-05-04),doi:10.4232/1.14114,2019-11-05,2019-11-19,3,12,1-1-1-1-1-1-1-1-1-1-1-1,0,Westdeutschland,2.2898023,2.8257911,2.0943902,2.5839877,6665,-97,-97,2,1,1,1974,1,3,3,3,3,4,1,322,322,322,322,11,2,3,2,2,4,5,4,2,1,1,7,4,4,4,4,322,322,322,322,1,3,2,3,2,5,4,2,3,3,3,5,4,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,3,1,1,7,1,5,5,1,4,4,4,-71,1,3,1,3,3,4,2,7,4,4,4,6,4,1,8,8,3,3,3,2,2,2,1,3,4,5,3,3,2,2,5,5,5,4,4,3,3,4,4,3,4,4,4,322,322,2,808,808,-97,8,2,1,0,31,1,1,0,1.2231337,136629,988,11,0,0,2019-11-05 18:27:05,2019-11-05 18:43:33,293,77,267,84,20,72,-99,-99,-99,-99,-99,-99,ZA6838_w12_sA_v6-0-0.dta,12,2.0,die AfD,mit einem Hauptschulabschluss,weiblich,45.0,45-54,Zuwanderung,36.0,Migration und Integration
